id_venda,id_pedido,data_venda,data_envio,id_cliente,nome_cliente,email_cliente,cidade_cliente,estado_cliente,categoria_produto,produto,marca,quantidade,valor_unitario,valor_venda,desconto,frete,canal,forma_pagamento,parcelas,status_pagamento,transportadora,status_entrega
121,PED-82039,2024-05-06,2024-08-04,564,Enzo Almeida,machadoisis@example.net,Martins dos Dourados,RO,Roupas,Nemo,Genérica,2,344.48,646.49,30,13.62,SITE,Boleto,3,Recusado,Total Express,Atrasado
122,PED-28415,2026-01-12,2024-08-02,919,Sr. Nathan Rios,ceciliagarcia@example.com,Casa Grande das Flores,PB,Casa,Debitis,Nike,3,716.94,1841.74,0,76.31,App,Pix,3,Pendente,Total Express,Atrasado
123,PED-51146,2025-05-09,2024-02-18,828,Sr. Noah Barros,yasmin99@example.org,Nunes de Ramos,PR,Beleza,Voluptate,Genérica,3,1581.65,965.55,0,101.42,app,Crédito,1,Recusado,Jadlog,Entregue
124,PED-80821,2024-12-15,2025-05-14,1134,João Felipe da Mota,mnovais@example.org,Cavalcanti,PE,eletronicos,Veniam,Adidas,1,1659.54,3212.81,10,72.04,Site,Boleto,1,Pendente,Total Express,Em trânsito
125,PED-65267,2024-07-11,2024-12-08,368,Emilly Gonçalves,ana-livia85@example.com,da Mota de da Costa,MT,Eletrônicos,Quibusdam,LG,3,3441.51,3257.71,20,91.91,app,Boleto,12,Aprovado,Correios,Atrasado
126,PED-46625,2024-06-07,2025-11-13,843,Cecília Araújo,martinsdavi-lucas@example.com,Abreu do Campo,PB,eletronicos,Maxime,Genérica,5,3323.47,1433.73,0,42.79,Site,Pix,2,Aprovado,Jadlog,Entregue
127,PED-66415,2026-01-11,2025-09-07,204,João Gabriel Alves,garcialunna@example.net,Viana,SC,Beleza,Velit,LG,5,203.0,3043.27,0,63.67,app,Boleto,6,Pendente,Total Express,Atrasado
128,PED-98820,2024-03-31,2024-05-03,386,Sr. Mathias Alves,ramoskamilly@example.net,Vieira Paulista,MT,Eletrônicos,Dicta,Nike,4,556.29,385.78,0,46.84,Site,Crédito,12,Aprovado,Jadlog,Em trânsito
129,PED-43558,2025-12-09,2024-10-07,525,Luan Abreu,ana-clara79@example.org,Fonseca de Gonçalves,RJ,Eletrônicos,Facere,Genérica,4,1369.14,232.44,20,119.85,app,Boleto,2,Pendente,Jadlog,Entregue
130,PED-80089,2025-03-22,2025-03-19,797,Liz Monteiro,iazevedo@example.net,Cirino,MT,Beleza,Sunt,Adidas,2,2401.66,798.54,30,15.56,Aplicativo,Crédito,1,Recusado,Total Express,Atrasado
131,PED-83623,2025-12-20,2024-11-10,544,Sabrina Lima,mariana25@example.com,Rocha,TO,Roupas,Nesciunt,LG,4,1861.56,194.13,0,77.14,Aplicativo,Crédito,1,Recusado,Correios,Em trânsito
132,PED-91587,2025-06-19,2025-03-21,452,Dra. Hadassa Martins,lcorreia@example.net,Moraes do Amparo,PE,Beleza,Soluta,LG,1,2496.43,2638.1,30,75.85,Aplicativo,Crédito,3,aprovado,Correios,Entregue
133,PED-33612,2024-10-25,2024-12-14,410,Levi Cassiano,igor37@example.com,Pacheco,MA,Eletrônicos,Ipsum,Samsung,2,1282.07,2715.47,20,67.36,app,Pix,1,aprovado,Jadlog,Em trânsito
134,PED-38630,2025-10-01,2025-01-02,877,Olívia Nogueira,thomasdas-neves@example.com,Pires de Brito,MA,Eletrônicos,Recusandae,Adidas,2,2216.37,3493.04,30,5.79,App,Boleto,1,Pendente,Jadlog,Atrasado
135,PED-42357,2025-07-28,2024-12-27,169,Davi Lucca Nunes,sousamaite@example.org,Lima da Mata,RN,Eletrônicos,Ab,Genérica,3,1787.46,3461.87,0,94.63,app,Pix,6,Pendente,Correios,Atrasado
136,PED-41432,2024-07-20,2025-09-02,933,Maria Vitória Gonçalves,dfernandes@example.org,Ferreira,PI,Roupas,Itaque,LG,1,1027.05,2474.1,0,24.16,Aplicativo,Débito,1,Aprovado,Total Express,Entregue
137,PED-28668,2025-10-11,2025-02-09,781,Sra. Elisa Gonçalves,machadovalentina@example.net,Fernandes de Minas,DF,Beleza,Inventore,LG,4,1259.63,1395.87,30,114.49,app,Boleto,1,Aprovado,Jadlog,Atrasado
138,PED-94046,2024-11-08,2024-08-30,950,André da Cruz,anada-costa@example.net,Cirino das Flores,AP,eletronicos,Ea,Adidas,5,2587.11,1509.53,10,21.43,App,Débito,1,Recusado,Correios,Entregue
139,PED-99613,2025-08-25,2025-11-21,75,Vitor Hugo Fogaça,gabriela07@example.net,Viana,AC,Casa,Voluptatem,LG,5,3493.51,2214.67,0,67.54,Aplicativo,Débito,2,Pendente,Jadlog,Atrasado
140,PED-13110,2025-04-06,2025-10-10,154,Dante Borges,ravybarbosa@example.net,Vasconcelos do Galho,GO,Eletrônicos,Earum,Adidas,5,672.25,1112.26,30,91.64,App,Pix,1,Recusado,Total Express,Entregue
141,PED-28232,2024-12-07,2025-01-30,181,Maria Vitória Santos,pimentaana-laura@example.com,Câmara do Norte,PE,eletronicos,Voluptates,Adidas,5,1667.71,2966.54,0,73.7,app,Boleto,1,Recusado,Jadlog,Atrasado
142,PED-26030,2025-03-03,2026-01-06,629,Bruno Lopes,rafael86@example.com,da Rosa de da Mota,RJ,Beleza,Reprehenderit,Genérica,4,2630.32,192.66,0,40.03,App,Débito,3,Pendente,Jadlog,Atrasado
143,PED-50843,2024-09-06,2024-02-25,616,Dr. Henrique Vasconcelos,caio62@example.net,Montenegro,PE,Roupas,Assumenda,LG,1,1974.31,2372.24,30,66.06,app,Boleto,2,Aprovado,Total Express,Em trânsito
144,PED-30120,2024-04-06,2024-10-19,392,Brayan Cavalcante,asousa@example.org,Pinto,DF,eletronicos,In,Samsung,1,3110.04,2834.75,0,29.48,Aplicativo,Boleto,1,Pendente,Total Express,Em trânsito
145,PED-44340,2024-12-10,2025-07-03,775,Ana Cecília Ramos,leodias@example.org,Brito,CE,Roupas,Modi,LG,5,3013.81,2172.09,0,33.22,Aplicativo,Pix,1,Aprovado,Jadlog,Em trânsito
146,PED-37713,2024-03-02,2025-09-15,781,Benjamim Pereira,isabellarocha@example.com,Porto,SC,Roupas,Atque,LG,5,887.53,1727.57,0,22.51,SITE,Crédito,3,Recusado,Total Express,Atrasado
147,PED-15901,2025-06-26,2025-02-20,877,Sophie Pinto,matteomontenegro@example.org,da Cunha do Sul,RN,Casa,Soluta,Adidas,2,1034.2,3325.43,10,110.72,Aplicativo,Crédito,1,Aprovado,Jadlog,Em trânsito
148,PED-65027,2025-06-12,2024-07-11,184,Jade Fogaça,caldeiraisis@example.com,Siqueira,PR,Casa,Neque,Apple,2,1600.04,2458.25,30,73.9,App,Débito,12,aprovado,Correios,Atrasado
149,PED-73605,2024-11-15,2025-08-25,1155,Daniel Vasconcelos,almeidaana-julia@example.org,Marques,MT,Roupas,Consequatur,Samsung,4,720.26,155.78,0,34.23,App,Débito,1,aprovado,Correios,Em trânsito
150,PED-39035,2025-07-16,2026-01-06,879,Bianca Nunes,machadobeatriz@example.net,Araújo,AM,Casa,Amet,Apple,2,468.24,2979.88,0,29.76,Site,Boleto,1,aprovado,Jadlog,Entregue
151,PED-21235,2025-02-10,2025-10-12,819,Nina Farias,sfernandes@example.net,Cirino,PB,eletronicos,Voluptate,Adidas,2,1500.0,2096.12,30,21.42,Aplicativo,Pix,6,Pendente,Jadlog,Entregue
152,PED-53746,2025-04-10,2024-11-12,697,Ana Lívia Cavalcante,vitoria45@example.net,Cavalcante de Costela,SP,Roupas,Odio,Genérica,4,2095.62,3050.55,0,84.5,App,Débito,2,Recusado,Jadlog,Atrasado
153,PED-95758,2025-12-09,2025-08-13,1027,Dr. Samuel Vargas,crezende@example.org,Cassiano,SP,Beleza,Impedit,LG,5,901.15,2009.36,0,75.09,Site,Boleto,1,aprovado,Total Express,Atrasado
154,PED-73154,2024-09-13,2024-06-04,823,Ravy Albuquerque,pietro64@example.net,Novais Grande,MT,Casa,Repellendus,Samsung,1,1871.37,647.21,0,45.31,app,Boleto,1,Pendente,Jadlog,Entregue
155,PED-46929,2025-12-18,2024-12-08,1188,Zoe Gomes,isabellyalves@example.org,da Rocha do Campo,TO,Roupas,Eligendi,LG,3,1187.99,388.47,20,28.52,Site,Pix,1,aprovado,Total Express,Entregue
156,PED-30777,2024-11-19,2024-10-06,913,Bella Ribeiro,luiz-miguelda-mata@example.com,Rezende do Norte,PA,Casa,Vero,Genérica,5,2038.13,2969.43,0,8.1,app,Débito,12,aprovado,Total Express,Entregue
157,PED-42985,2025-12-01,2025-08-04,892,Mateus Azevedo,peixotorodrigo@example.org,Barbosa Grande,CE,Casa,Occaecati,Genérica,3,806.87,823.84,30,94.57,App,Débito,1,Pendente,Total Express,Atrasado
158,PED-75024,2025-01-27,2026-01-26,430,Arthur Gabriel Sá,limadom@example.net,Monteiro do Galho,AL,Casa,Cupiditate,Genérica,5,1625.49,877.35,30,52.81,SITE,Boleto,3,aprovado,Jadlog,Em trânsito
159,PED-22002,2024-12-29,2025-07-12,142,Yuri Araújo,oliversilveira@example.net,da Rocha,RN,eletronicos,Eius,Adidas,4,300.92,3020.24,0,93.96,App,Crédito,2,Pendente,Total Express,Entregue
160,PED-12923,2025-07-14,2024-01-31,720,João Pedro Sá,pietro28@example.org,Rios dos Dourados,TO,Eletrônicos,Tempore,Apple,5,1095.82,891.57,0,7.3,Site,Débito,2,Aprovado,Total Express,Em trânsito
161,PED-10818,2025-12-29,2024-08-06,259,Maria Eduarda Porto,rcardoso@example.org,Moraes da Praia,BA,eletronicos,Amet,Genérica,4,82.32,2229.66,0,110.37,SITE,Boleto,1,Recusado,Total Express,Entregue
162,PED-31351,2025-09-09,2024-03-17,475,Sr. Benjamin Macedo,ocaldeira@example.org,Lima,GO,Eletrônicos,Eos,Adidas,1,2250.19,543.48,30,107.51,Site,Débito,12,Aprovado,Correios,Entregue
163,PED-24542,2024-08-12,2025-11-21,1121,Bento Sousa,thomas03@example.org,Ferreira,RJ,Casa,Ullam,Genérica,4,1693.02,3386.91,0,64.61,SITE,Pix,6,Aprovado,Jadlog,Em trânsito
164,PED-61127,2024-08-02,2024-12-21,734,Sara Azevedo,csousa@example.com,Brito,PA,Beleza,Necessitatibus,Nike,5,2177.24,1154.39,20,34.57,SITE,Pix,1,Recusado,Correios,Atrasado
165,PED-12775,2024-04-06,2025-03-31,277,Alana Cassiano,mariah19@example.com,Silva de Dias,RS,Eletrônicos,Eaque,Genérica,4,779.83,3267.83,0,118.29,Aplicativo,Crédito,6,Aprovado,Correios,Atrasado
166,PED-49357,2025-04-30,2025-03-24,451,Maria Eduarda Pires,bernardo70@example.net,Almeida,BA,Roupas,Autem,LG,5,1508.32,3346.74,0,109.34,Aplicativo,Débito,1,Aprovado,Total Express,Em trânsito
167,PED-10665,2025-12-16,2024-08-20,106,Pietro Duarte,pedro-henrique57@example.org,Lopes da Praia,PB,Casa,Inventore,Apple,3,1146.17,3473.96,30,111.75,SITE,Crédito,12,Recusado,Total Express,Entregue
168,PED-74128,2024-03-01,2024-10-02,1106,Francisco Cavalcanti,guilherme76@example.org,Castro das Pedras,MA,Beleza,Ad,Apple,1,2114.15,3273.8,30,73.65,SITE,Pix,1,Aprovado,Correios,Atrasado
169,PED-80958,2024-03-03,2025-05-06,316,Heitor Porto,mathiasda-conceicao@example.org,Nogueira,CE,eletronicos,Iste,LG,1,92.26,525.51,10,31.96,app,Pix,3,aprovado,Total Express,Em trânsito
170,PED-90463,2024-11-14,2024-07-16,535,Anthony Gabriel Albuquerque,ppeixoto@example.org,Lima,SP,eletronicos,Accusamus,LG,3,2351.17,713.72,0,29.21,Aplicativo,Débito,6,aprovado,Correios,Em trânsito
171,PED-52611,2024-12-23,2025-01-13,1171,Maysa Aparecida,da-matapedro@example.com,Pires,AP,Eletrônicos,Accusamus,Samsung,4,1296.09,2339.49,0,51.89,App,Débito,6,Aprovado,Correios,Atrasado
172,PED-90336,2025-09-02,2025-12-19,632,Bianca Rezende,moreiraoliver@example.org,Oliveira,MA,Beleza,Possimus,Adidas,3,1705.12,2377.08,10,70.27,App,Boleto,1,Pendente,Correios,Entregue
173,PED-51712,2024-12-22,2025-04-18,276,Maria Flor Freitas,marcelo48@example.com,Cavalcante da Prata,PI,Casa,Quae,Genérica,1,2711.89,3008.76,0,95.9,SITE,Boleto,12,Aprovado,Correios,Entregue
174,PED-48410,2024-05-16,2024-09-09,4,Calebe Pimenta,pedro-henriquenovais@example.org,Moraes,AP,Roupas,Reiciendis,LG,2,1172.68,324.67,20,46.81,app,Débito,1,aprovado,Total Express,Entregue
175,PED-35345,2025-11-28,2025-05-02,778,Juan Aparecida,castroluisa@example.org,Rios,PE,Casa,Repellendus,LG,1,1603.43,476.57,10,66.17,Site,Pix,1,aprovado,Correios,Entregue
176,PED-98447,2025-10-08,2024-04-28,511,Bernardo Dias,da-conceicaootto@example.com,Sá,BA,Beleza,Aliquid,Samsung,4,3473.8,3364.5,0,8.01,Aplicativo,Pix,2,Recusado,Jadlog,Entregue
177,PED-51928,2025-01-11,2024-02-03,52,Aurora Casa Grande,maria-lauracostela@example.org,Melo,PI,Beleza,Perferendis,LG,2,3172.94,2591.91,20,93.26,Aplicativo,Boleto,1,Pendente,Correios,Atrasado
178,PED-60746,2025-09-13,2024-02-22,58,Hadassa Lopes,ceciliasilveira@example.org,Pereira,TO,Roupas,Architecto,Samsung,1,2450.83,274.8,0,7.72,Aplicativo,Crédito,3,Pendente,Total Express,Em trânsito
179,PED-44603,2024-07-15,2025-06-09,383,Sr. Henry Gabriel Peixoto,thomassilva@example.com,Fernandes,MT,eletronicos,Optio,Nike,3,144.05,2351.53,0,100.4,app,Crédito,6,Recusado,Correios,Entregue
180,PED-37486,2024-02-09,2025-01-29,833,Luiz Felipe Fernandes,hadassa02@example.net,da Paz de Minas,RR,eletronicos,Autem,LG,1,2176.35,1454.87,30,111.43,app,Pix,3,Recusado,Correios,Atrasado
181,PED-26316,2025-07-11,2025-08-10,944,Amanda Fonseca,ada-cunha@example.net,Aparecida de Sales,AM,eletronicos,Numquam,Nike,3,1214.38,149.18,0,24.18,App,Pix,1,Pendente,Total Express,Entregue
182,PED-88663,2025-05-07,2025-12-31,1187,Josué Cavalcanti,mrocha@example.org,Novaes,MS,eletronicos,Tempore,Samsung,4,3273.29,3183.74,0,119.45,SITE,Boleto,2,Aprovado,Total Express,Entregue
183,PED-97770,2024-05-15,2025-11-02,1104,Maria Helena Porto,claricecosta@example.com,Silveira de Goiás,PA,Casa,Dicta,Samsung,1,337.74,206.04,0,2.77,Site,Pix,3,Pendente,Jadlog,Em trânsito
184,PED-53322,2025-12-27,2025-12-21,315,Sr. Yan Duarte,dpastor@example.org,Rios de Freitas,RO,Roupas,Corrupti,LG,3,400.74,2060.56,20,47.42,Site,Crédito,6,Aprovado,Jadlog,Em trânsito
185,PED-22284,2024-05-09,2024-05-10,635,Luana Souza,qviana@example.com,Fernandes da Mata,AM,Casa,Earum,LG,4,65.51,878.39,0,18.99,Aplicativo,Boleto,1,Pendente,Correios,Atrasado
186,PED-37368,2024-10-23,2025-07-27,74,Lavínia Cavalcante,kabreu@example.net,Campos,AC,Eletrônicos,Ullam,Adidas,1,2679.2,623.23,0,19.36,Site,Pix,3,Pendente,Total Express,Atrasado
187,PED-18665,2024-03-04,2026-01-08,698,Marina Nascimento,aparecidaisis@example.com,Almeida da Serra,MA,Beleza,Quo,LG,1,3064.86,802.55,0,89.36,App,Crédito,6,Pendente,Correios,Atrasado
188,PED-39077,2024-12-09,2025-01-31,125,André Caldeira,jcardoso@example.net,Fonseca,CE,Casa,Corrupti,Apple,2,1716.37,3046.13,20,119.3,App,Boleto,3,Recusado,Total Express,Entregue
189,PED-82345,2024-12-14,2024-02-02,918,Natália Ramos,claricesouza@example.com,das Neves de Mendonça,BA,Roupas,Quisquam,Samsung,3,1454.95,2607.38,20,99.62,app,Boleto,12,Pendente,Jadlog,Em trânsito
190,PED-79932,2025-01-22,2025-03-14,238,Mariah Sampaio,tmachado@example.net,Viana,AC,Casa,Blanditiis,Nike,4,2872.1,1328.42,0,36.96,app,Débito,1,aprovado,Total Express,Atrasado
191,PED-71849,2024-10-03,2024-10-06,242,Marcelo Cunha,sophiebarros@example.com,da Costa de Almeida,AP,eletronicos,Odit,Samsung,5,717.61,1869.77,30,35.36,Aplicativo,Crédito,2,Recusado,Correios,Em trânsito
192,PED-61408,2025-06-06,2025-09-10,236,Dr. Carlos Eduardo Peixoto,nicolas45@example.org,Ramos,SP,Roupas,Consequuntur,Adidas,3,168.13,3204.5,0,114.54,app,Crédito,6,aprovado,Correios,Em trânsito
193,PED-89371,2024-05-19,2025-12-16,41,Gabriel da Cunha,marinaalmeida@example.org,Abreu Grande,CE,Roupas,Vel,Adidas,1,3466.65,623.61,30,48.23,Aplicativo,Pix,6,Aprovado,Jadlog,Entregue
194,PED-69212,2025-11-09,2025-09-29,897,Bernardo Ribeiro,fduarte@example.net,Sousa,ES,Casa,Nostrum,Samsung,5,1722.77,268.23,0,33.51,Aplicativo,Pix,3,Aprovado,Total Express,Em trânsito
195,PED-66218,2025-07-01,2025-10-19,1173,Yago Câmara,tgarcia@example.net,da Rocha da Serra,RJ,eletronicos,Vero,Genérica,3,329.79,581.48,0,59.75,Site,Débito,12,aprovado,Correios,Entregue
196,PED-31409,2025-05-10,2025-10-24,195,Emilly Lima,acosta@example.com,Rocha,RN,Roupas,Delectus,LG,1,2016.71,514.37,10,70.41,app,Boleto,2,Recusado,Jadlog,Em trânsito
197,PED-20939,2024-03-13,2024-08-05,899,Lívia Câmara,lsousa@example.com,Cavalcanti da Praia,MG,Casa,Ut,LG,1,159.62,1768.61,20,88.75,App,Crédito,1,aprovado,Correios,Atrasado
198,PED-41062,2024-03-16,2024-10-03,83,Raul Rezende,jose-pedroda-mota@example.net,da Conceição,PE,Casa,Aliquam,Adidas,4,1146.46,424.9,0,83.18,SITE,Pix,1,aprovado,Jadlog,Entregue
199,PED-52493,2025-01-07,2026-01-12,26,Maria Fernanda Novaes,qazevedo@example.net,Campos,PB,eletronicos,Enim,Genérica,5,94.95,2313.92,30,17.21,app,Débito,12,Aprovado,Jadlog,Atrasado
200,PED-11402,2025-07-02,2025-05-27,882,Sr. Rafael Dias,leoviana@example.net,Gonçalves,MS,eletronicos,Laudantium,Samsung,4,3334.18,285.82,20,42.71,Site,Débito,2,Aprovado,Total Express,Entregue
201,PED-70391,2024-04-28,2025-10-31,990,Dra. Gabrielly Pereira,ravi-lucca31@example.org,Oliveira,MG,Eletrônicos,Tenetur,Apple,2,2663.3,2701.27,0,101.84,app,Crédito,6,Aprovado,Jadlog,Entregue
202,PED-47944,2024-09-23,2024-04-24,118,Sr. André Macedo,dnogueira@example.net,Campos,GO,Casa,Soluta,LG,5,2370.41,2064.85,20,60.28,Site,Débito,1,aprovado,Correios,Entregue
203,PED-71900,2024-08-22,2025-09-11,50,Stella Pinto,pachecoallana@example.net,Aparecida,RN,Beleza,Eligendi,Nike,3,1895.27,1483.21,0,46.09,app,Boleto,6,aprovado,Correios,Entregue
204,PED-93286,2025-07-04,2025-12-15,188,Marcos Vinicius Lopes,moraesayla@example.net,Vasconcelos do Campo,PB,Eletrônicos,Modi,Genérica,4,1913.58,1737.75,30,10.6,SITE,Débito,1,Aprovado,Total Express,Atrasado
205,PED-88645,2024-05-06,2024-03-06,46,Heloísa Siqueira,lmartins@example.com,Ramos de Aparecida,AP,Eletrônicos,Commodi,Nike,4,76.35,3188.65,0,97.53,SITE,Pix,3,aprovado,Correios,Atrasado
206,PED-16976,2025-03-19,2025-07-19,1095,Leandro Campos,portopedro-miguel@example.net,Sá do Sul,SC,Roupas,Assumenda,Adidas,3,3424.46,3088.52,30,67.75,app,Pix,6,Pendente,Correios,Em trânsito
207,PED-57346,2025-12-12,2025-10-02,721,Théo Lima,camposmariah@example.org,das Neves Verde,SP,Eletrônicos,Officiis,Samsung,4,1654.82,1777.25,0,11.55,app,Crédito,3,Recusado,Correios,Entregue
208,PED-86195,2025-12-24,2024-08-30,1144,Rodrigo Abreu,lviana@example.org,Teixeira de Minas,GO,Beleza,Odio,LG,3,684.41,2823.98,10,65.49,Site,Pix,1,Pendente,Total Express,Entregue
209,PED-23789,2025-02-24,2025-04-28,1164,Sra. Alexia Mendonça,zazevedo@example.com,Farias de Minas,AP,Roupas,Culpa,Apple,4,2513.17,396.47,20,97.43,app,Boleto,1,Aprovado,Correios,Entregue
210,PED-12671,2024-09-15,2024-04-10,412,Rael Gonçalves,bruna81@example.org,Rios,MA,Roupas,Minima,Genérica,4,624.55,1048.01,20,84.5,SITE,Pix,2,Recusado,Jadlog,Atrasado
211,PED-97450,2024-09-11,2025-12-27,1148,Yan Lopes,oliveiraana-sophia@example.org,Casa Grande dos Dourados,AC,Beleza,Aliquid,Genérica,3,2812.74,544.85,20,56.29,Aplicativo,Boleto,1,aprovado,Jadlog,Entregue
212,PED-98882,2024-10-03,2025-06-19,536,Melissa Cavalcanti,renancunha@example.org,Moreira Verde,BA,Casa,Odio,Adidas,3,1217.83,1863.09,30,84.15,Site,Boleto,1,aprovado,Jadlog,Entregue
213,PED-31739,2025-06-30,2025-09-09,1020,Eloah Pinto,guerramirella@example.org,Sousa Paulista,RJ,Casa,Sit,Genérica,4,1275.15,1099.08,0,89.52,App,Pix,6,Aprovado,Jadlog,Entregue
214,PED-50447,2024-11-16,2026-01-04,912,Anthony Gabriel Vasconcelos,ramosana-julia@example.net,Lopes de Silva,AM,Beleza,Distinctio,LG,5,1315.21,2960.4,0,19.68,app,Débito,6,aprovado,Total Express,Em trânsito
215,PED-77278,2024-12-15,2024-08-10,80,Asafe Teixeira,maria-eduarda38@example.org,Câmara do Norte,CE,Eletrônicos,Natus,LG,3,3185.51,1717.84,30,15.38,Site,Boleto,3,Recusado,Total Express,Em trânsito
216,PED-45284,2025-05-12,2025-10-25,1096,Hellena da Cunha,davi-luccaramos@example.org,Vasconcelos Verde,RR,Roupas,Asperiores,Apple,2,3117.69,2836.01,0,2.46,App,Boleto,3,Aprovado,Jadlog,Entregue
217,PED-58476,2026-01-11,2025-10-15,735,Daniela Brito,stella35@example.org,da Mata,PA,Eletrônicos,Sint,Nike,2,2255.91,2172.61,10,32.53,Site,Boleto,6,Pendente,Correios,Em trânsito
218,PED-24681,2025-05-11,2024-07-05,443,Sr. Miguel Fonseca,melissa44@example.org,da Cunha,DF,Casa,Officiis,Apple,4,286.5,2016.16,0,27.22,App,Crédito,12,Recusado,Correios,Entregue
219,PED-24481,2024-10-22,2025-05-25,883,Levi Mendes,stephany97@example.net,Vargas,RJ,Casa,Saepe,Samsung,4,2290.38,1070.1,10,119.89,App,Boleto,3,Aprovado,Total Express,Atrasado
220,PED-17711,2024-07-23,2025-08-16,1030,Alícia da Rosa,xdas-neves@example.net,Jesus,CE,Roupas,Enim,Genérica,2,3403.92,2826.03,10,45.42,Site,Débito,1,Aprovado,Correios,Em trânsito
221,PED-61713,2024-03-01,2024-03-05,358,Murilo Peixoto,sara22@example.net,Cardoso do Sul,RJ,Roupas,Alias,Apple,5,726.58,3312.86,30,42.3,App,Débito,12,Recusado,Jadlog,Atrasado
222,PED-17253,2025-07-14,2025-09-20,22,Marcos Vinicius Ribeiro,auroraabreu@example.net,Andrade,PB,Roupas,Eligendi,Adidas,1,3255.76,2842.69,10,53.27,Aplicativo,Crédito,12,Pendente,Jadlog,Em trânsito
223,PED-99201,2024-04-08,2024-06-10,274,Mariah da Conceição,viniciusnogueira@example.com,da Mota,BA,Beleza,Earum,Nike,2,2604.1,3046.1,0,9.7,Aplicativo,Débito,1,Recusado,Correios,Em trânsito
224,PED-77792,2025-06-17,2025-03-11,212,Caleb Lima,goncalveslavinia@example.com,Correia,DF,Casa,Voluptas,Nike,3,1095.12,1055.68,30,114.95,Site,Crédito,12,Recusado,Total Express,Em trânsito
225,PED-79745,2024-09-14,2024-03-06,736,Ana Beatriz da Costa,andremonteiro@example.net,da Paz,MS,Beleza,Sunt,Genérica,5,2015.37,1965.82,10,61.19,SITE,Boleto,6,Recusado,Jadlog,Atrasado
226,PED-69631,2025-09-12,2024-06-21,552,Rhavi da Mata,alicia50@example.net,da Cruz,PR,Casa,Doloremque,Samsung,2,3104.44,2551.24,0,43.32,Site,Crédito,1,Recusado,Correios,Em trânsito
227,PED-21846,2025-05-29,2025-10-31,321,Marcelo Barbosa,mouraheitor@example.com,Gonçalves de Pimenta,AL,eletronicos,Error,Adidas,4,3108.25,3016.18,0,71.06,Aplicativo,Boleto,1,aprovado,Jadlog,Atrasado
228,PED-17561,2025-01-06,2024-12-12,916,Francisco Leão,vinicius51@example.com,Cirino,RJ,Casa,Aperiam,LG,1,596.41,2487.89,30,18.08,Aplicativo,Crédito,12,aprovado,Correios,Entregue
229,PED-57532,2024-07-23,2025-08-22,927,Davi Lucca Mendonça,lopesthiago@example.com,Fogaça,SP,Eletrônicos,Doloribus,Genérica,1,1111.51,3495.95,20,17.52,app,Boleto,1,Aprovado,Jadlog,Entregue
230,PED-27320,2024-03-18,2025-07-16,313,Arthur Gabriel Fogaça,hfreitas@example.net,Nunes,DF,Eletrônicos,Et,Nike,1,3167.21,411.21,0,21.69,app,Débito,1,Pendente,Total Express,Entregue
231,PED-36524,2025-11-16,2024-06-28,950,Rodrigo Gomes,peixotoeduardo@example.com,Barros,MS,Casa,Dolore,Samsung,4,2833.89,57.95,0,119.38,Aplicativo,Crédito,6,aprovado,Jadlog,Atrasado
232,PED-62848,2024-07-26,2025-11-17,813,Joaquim Freitas,aragaoyuri@example.com,Mendonça do Amparo,SE,Eletrônicos,Possimus,Adidas,5,1689.78,519.66,0,5.36,Site,Pix,1,Pendente,Correios,Em trânsito
233,PED-15266,2024-08-27,2024-10-23,294,Luan Sá,alexiadas-neves@example.net,Mendes,MT,Eletrônicos,Aspernatur,LG,4,140.16,2974.46,30,54.4,SITE,Crédito,2,Aprovado,Jadlog,Em trânsito
234,PED-27162,2024-04-18,2025-04-28,282,Maria Clara Freitas,sarahcaldeira@example.net,Marques,PI,Casa,Numquam,Samsung,2,2251.76,2508.14,0,24.33,app,Débito,2,Pendente,Total Express,Entregue
235,PED-64436,2025-10-22,2025-05-24,305,Manuela Ramos,renan80@example.net,da Mata,PI,Eletrônicos,Consequatur,Apple,3,2036.44,137.47,10,41.97,SITE,Pix,6,Pendente,Correios,Atrasado
236,PED-76701,2024-02-28,2025-11-19,202,Sra. Maya Cavalcante,caua01@example.org,Martins Paulista,BA,Eletrônicos,Eaque,Adidas,4,137.89,2362.4,20,7.39,Site,Crédito,2,aprovado,Total Express,Atrasado
237,PED-94550,2024-08-05,2025-07-31,921,Eduarda da Conceição,mariane60@example.com,Porto do Campo,SC,Beleza,Laborum,LG,3,936.21,2613.58,0,73.36,app,Débito,2,Recusado,Jadlog,Entregue
238,PED-23441,2024-05-09,2024-11-27,1163,Milena da Conceição,stella59@example.net,Araújo,AL,eletronicos,Omnis,Genérica,3,3379.91,2045.02,0,67.62,Aplicativo,Crédito,3,aprovado,Total Express,Atrasado
239,PED-29213,2025-08-26,2024-04-07,199,Antônio Garcia,diasdaniela@example.org,Peixoto,SE,Eletrônicos,Atque,LG,4,707.06,3133.74,0,103.05,app,Pix,12,Aprovado,Correios,Atrasado
