id_cliente,nome,email,sexo,data_nascimento,cidade,estado,data_cadastro,canal_aquisicao,tipo_cliente,score_credito
926,Lucca Fernandes,luiz-otavio06@example.com,M,1981-08-13,Moraes dos Dourados,ma,2024-05-17,Orgânico,pf,416
927,Davi Luiz Jesus,ksantos@example.com,f,1997-06-11,Monteiro,Rio Grande do Norte,2024-12-04,Social,PJ,589
928,Esther Oliveira,tda-costa@example.net,M,1959-03-03,Aragão,ce,2024-02-28,Orgânico,PJ,820
929,Anthony Gabriel Sales,heloisa28@example.org,f,1970-06-13,Gomes de Sampaio,Ceará,2026-01-07,Ads,pf,497
930,Julia Nogueira,vasconceloseduarda@example.org,m,1987-05-07,Lima,pb,2024-05-31,Ads,PF,471
931,Pietra Gonçalves,silvajade@example.org,M,1952-06-27,Silveira,ac,2023-06-12,Ads,PF,518
932,Oliver Aparecida,aparecidajoana@example.org,f,2000-09-21,Viana,PR,2024-06-12,ads,PJ,745
933,Ana Lívia Montenegro,wmendonca@example.com,M,1997-01-14,Nogueira dos Dourados,ac,2025-05-28,ads,PF,770
934,José Martins,henrique95@example.org,m,1992-07-03,Casa Grande,MS,2023-07-18,Ads,PF,355
935,Catarina Nascimento,hcassiano@example.org,F,1996-10-20,Melo,Pernambuco,2023-07-05,Social,PF,888
936,Thales Vargas,guerramaria-sophia@example.net,F,1942-02-26,Nascimento do Oeste,Paraná,2025-10-06,Organico,pf,761
937,João Felipe Montenegro,davi92@example.com,f,2000-04-09,Pastor,Tocantins,2023-12-21,Orgânico,PF,698
938,Isis Vieira,da-matamaysa@example.net,M,1960-03-11,Abreu Alegre,pa,2023-04-18,Ads,PJ,364
939,Gabrielly Nascimento,luiz-miguel32@example.org,M,2006-09-30,Alves de Minas,ce,2023-12-08,Ads,pf,814
940,Cauê Vargas,lais09@example.net,M,1987-12-27,Silva de Ramos,Maranhão,2025-08-04,Orgânico,PJ,388
941,Sr. João Pedro Castro,ljesus@example.org,m,1947-11-16,Carvalho Verde,Acre,2024-05-10,Organico,pf,331
942,Marcelo Peixoto,wcorreia@example.org,f,1993-06-18,Campos,MG,2023-07-22,Social,PF,439
943,Emanuel Andrade,marcelo60@example.org,f,1952-10-28,Nogueira do Sul,pi,2023-04-23,Orgânico,PJ,447
944,Emanuella Freitas,luanda-rosa@example.net,m,1964-02-15,Pinto Alegre,go,2025-03-18,Orgânico,PF,866
945,Dra. Alexia da Rocha,davi-luizda-rosa@example.com,F,1947-08-20,Cavalcante de Dias,AM,2023-12-11,Ads,PF,886
946,Ester da Paz,manuela33@example.org,f,1957-11-25,da Mata,ro,2024-08-21,Social,PF,612
947,Nathan Rodrigues,cirinomaria-julia@example.org,F,1956-06-06,Santos de Freitas,es,2024-11-11,Orgânico,PF,722
948,Sra. Mariah Correia,leandrofreitas@example.org,F,1976-11-14,Aparecida,MS,2024-10-08,ads,PF,558
949,Dr. Joaquim Araújo,alana54@example.net,F,1974-08-18,Monteiro do Galho,TO,2025-06-25,ads,PJ,880
950,Luísa Pires,manuelacaldeira@example.org,M,1968-04-02,Cavalcante,ce,2024-06-09,Organico,PJ,862
951,Srta. Bella Cavalcante,gmontenegro@example.net,M,1948-04-09,Freitas de Goiás,Minas Gerais,2024-01-28,Ads,pf,400
952,Alice Castro,mendeslorenzo@example.org,F,1976-04-12,Alves,ms,2026-01-01,Social,pf,638
953,Sr. Vinícius Brito,eviana@example.org,m,1950-03-27,Silva de Minas,SE,2025-06-12,ads,PF,591
954,Sra. Sabrina Rezende,juan12@example.org,M,1947-10-01,Caldeira do Galho,SE,2023-08-07,Orgânico,pf,761
955,Dra. Allana Correia,lorenzo63@example.org,m,2002-10-22,das Neves,pr,2024-09-05,Orgânico,PJ,898
956,Kamilly Silva,gaelleao@example.org,F,1983-12-03,da Rosa,go,2025-11-07,Social,pf,623
957,Sra. Eduarda Garcia,laurasilveira@example.org,f,1947-11-02,Rios,RJ,2023-09-15,Ads,pf,552
958,Srta. Valentina Cassiano,mariahguerra@example.org,F,1996-09-30,Alves de da Conceição,ma,2024-02-07,Organico,pf,668
959,Dr. Arthur Gabriel Cavalcanti,meloluna@example.org,F,1949-12-25,Almeida,ro,2024-03-08,Orgânico,pf,773
960,Marcela Ramos,oliviasales@example.net,f,1976-04-25,Rodrigues da Mata,Pará,2023-07-14,Orgânico,pf,864
961,Gael Henrique Sousa,gsa@example.com,M,1982-05-22,Barros,AM,2023-02-27,Social,PF,587
962,Nicolas Barbosa,zalbuquerque@example.com,F,1980-11-15,Moraes do Amparo,al,2025-02-11,ads,pf,378
963,Beatriz Farias,da-costaclara@example.org,M,1980-11-08,Marques dos Dourados,RJ,2023-06-07,Social,PJ,331
964,Heloisa Andrade,maria-claramontenegro@example.com,f,1949-01-11,Macedo de Rodrigues,pa,2024-02-07,ads,PF,864
965,Marcela da Conceição,rda-costa@example.org,m,1969-09-10,Lima,pr,2024-02-23,Social,pf,452
966,Sr. José Pedro Sampaio,emoreira@example.org,m,2005-07-22,Rocha,Pernambuco,2025-05-02,ads,PJ,597
967,Maria Luísa Aragão,joao-vitor07@example.net,F,1958-12-19,Sá,Minas Gerais,2025-12-10,Social,PJ,392
968,Maria Julia da Cruz,npimenta@example.net,f,1949-05-26,Lopes de Costela,Rio Grande do Norte,2025-11-30,Social,PF,544
969,Sr. Calebe Gonçalves,mathiasmacedo@example.org,F,1975-07-17,da Rocha,mg,2025-07-14,ads,pf,463
970,Lucca Gomes,da-luzcecilia@example.com,F,1987-12-14,Caldeira,rj,2023-06-13,Social,PJ,449
971,Guilherme Azevedo,mariane50@example.net,f,1959-01-11,Silveira da Praia,Bahia,2023-02-21,Ads,PF,799
972,Juan Lopes,danielada-rocha@example.net,F,1972-04-29,Ferreira,ES,2024-11-27,Orgânico,pf,539
973,Antônio Sampaio,joao-gabrielsilveira@example.net,M,1970-06-11,Montenegro das Flores,ba,2024-07-03,ads,PJ,669
974,Juliana da Rosa,da-cunhajose-pedro@example.org,f,1966-09-14,Ferreira,Distrito Federal,2025-02-20,Organico,PF,340
975,Rebeca Moraes,fogacasophie@example.com,m,1943-05-22,Lima de Viana,BA,2024-09-13,Social,PJ,580
976,Apollo Cirino,pintofelipe@example.org,m,1962-12-04,da Mota,es,2024-09-19,Social,PJ,478
977,Diego Machado,ferreirahenry@example.com,f,1954-12-14,Albuquerque de Goiás,pi,2024-09-06,Organico,pf,379
978,Caroline da Cunha,nicolas32@example.com,m,1968-01-02,Siqueira do Oeste,Tocantins,2023-10-19,ads,PJ,715
979,Ana Laura Castro,jade31@example.org,m,1981-12-24,Pimenta,Ceará,2023-02-23,Organico,pf,306
980,Valentina Duarte,ecunha@example.org,F,2002-09-14,Rios da Mata,Espírito Santo,2024-11-17,ads,PF,378
981,Diego Moreira,joao-lucas07@example.org,m,1950-09-14,Ribeiro de Farias,MA,2024-07-14,ads,PF,461
982,Eloah Cavalcante,felipeabreu@example.net,m,2004-11-10,Rios do Campo,ac,2023-03-01,Ads,PJ,535
983,Lavínia Dias,arthur-gabriel01@example.net,f,2004-10-01,Sousa do Oeste,Distrito Federal,2025-06-29,Ads,pf,790
984,Sra. Marcela Gomes,ramosantonella@example.com,f,1979-02-19,Mendes,PA,2025-08-15,Social,PF,720
985,Hadassa Fonseca,henry61@example.org,M,1943-06-27,Mendonça do Norte,AM,2024-06-11,Ads,PF,887
986,Dra. Maria Sophia Leão,larissa45@example.org,F,1979-11-01,Barbosa,MT,2025-12-29,Social,PF,886
987,Guilherme da Cruz,anthony-gabriel05@example.net,F,1973-05-19,Cardoso da Prata,SC,2025-10-15,ads,pf,484
988,Ian Ribeiro,sousaevelyn@example.net,f,1978-11-10,Cassiano das Flores,rr,2023-11-21,Social,PJ,319
989,Luiz Miguel Montenegro,dmonteiro@example.com,m,2004-10-16,Ferreira de Mendonça,DF,2024-10-19,ads,pf,782
990,Antonella Martins,scamara@example.net,f,1977-06-10,Costela,MG,2024-11-24,ads,pf,446
991,Sra. Maria Isis da Rocha,ana-julia37@example.org,F,1979-05-17,Sá das Flores,mg,2023-05-10,Social,pf,471
992,Liz Vieira,cirinomaria-vitoria@example.net,m,1941-03-27,da Cruz do Norte,Amapá,2025-10-07,Social,PJ,370
993,Dra. Caroline Guerra,ycampos@example.org,F,1951-04-08,Rios,Roraima,2024-10-16,Organico,PF,411
994,Julia da Paz,leo91@example.com,M,1962-11-09,Almeida,RO,2023-02-13,Social,PJ,729
995,Aylla Oliveira,montenegrocaua@example.com,F,1967-11-21,Mendonça,rj,2025-04-29,Ads,PF,787
996,Sofia Ramos,antonellapastor@example.org,M,1969-12-27,Teixeira da Mata,ba,2023-02-22,Social,PF,395
997,José Pedro Melo,portofernanda@example.com,f,1945-10-25,Vieira,pi,2023-12-09,ads,PJ,852
998,Eduarda Camargo,fernandolopes@example.net,M,2003-03-11,Ferreira,al,2023-08-31,Organico,PJ,730
999,Sr. Anthony Santos,milena33@example.net,m,1996-04-26,Cavalcante de Goiás,TO,2025-02-10,Social,pf,534
1000,João Vitor Siqueira,da-rochaagatha@example.net,f,1964-08-11,Rezende,Santa Catarina,2023-11-21,Orgânico,PJ,889
1001,Srta. Bruna Viana,moreiramarina@example.org,M,1953-05-15,Jesus,Mato Grosso,2023-08-22,ads,pf,788
1002,Maria Eduarda Castro,mariane62@example.com,F,2001-03-29,Rios,RR,2024-02-21,Orgânico,PJ,856
1003,Valentina Lopes,theodoro79@example.org,f,1982-04-19,Pimenta,Maranhão,2025-05-23,ads,PF,307
1004,Valentina Souza,ana-luiza90@example.net,M,1949-03-30,Rodrigues do Oeste,rn,2024-05-19,Ads,pf,510
1005,Ana Julia Gonçalves,lorenzo98@example.org,m,1944-09-28,Oliveira Grande,Pernambuco,2024-02-14,Orgânico,PF,458
1006,Carolina Fonseca,oleao@example.org,f,2001-02-13,Alves,ms,2025-12-18,Social,pf,567
1007,Matheus Sales,henrymarques@example.com,f,1989-12-11,da Costa,am,2025-09-12,Orgânico,PJ,582
1008,Sra. Fernanda da Cruz,oliviaabreu@example.org,f,1968-02-22,Camargo Grande,TO,2023-04-30,Organico,PJ,870
1009,Davi Lucas Araújo,lopespedro-lucas@example.org,f,1973-10-13,Caldeira do Galho,RS,2024-06-02,Orgânico,PJ,868
1010,Manuela Gonçalves,imelo@example.org,f,1968-07-03,Cirino das Flores,Distrito Federal,2023-10-04,Orgânico,PJ,652
1011,Bella Martins,uoliveira@example.com,f,1976-09-10,Rios,mg,2024-01-27,ads,PJ,421
1012,Maria Sophia Castro,cauaabreu@example.org,F,1972-02-04,Borges do Galho,Rondônia,2023-06-20,ads,PF,519
1013,Dra. Ana Beatriz Machado,abreubeatriz@example.org,f,1994-12-08,Cunha,Bahia,2024-11-14,Social,PJ,353
1014,Sr. Henrique Sales,saragomes@example.com,F,1990-10-24,da Paz,Amapá,2023-10-14,Ads,PF,448
1015,Luiz Otávio Duarte,jandrade@example.net,f,1943-08-06,Gomes de Minas,rs,2025-10-21,Organico,PF,365
1016,Sra. Isabelly Santos,aparecidanoah@example.com,m,1949-04-16,das Neves Verde,RS,2025-10-26,Orgânico,PF,338
1017,Natália Guerra,paulo32@example.net,f,1991-11-10,Novaes,Bahia,2025-02-23,Social,PJ,833
1018,Luan Ribeiro,theomoura@example.org,m,2006-06-21,Abreu,rs,2023-07-11,Social,PF,479
1019,Isadora Azevedo,andreda-cunha@example.com,f,1999-09-13,Garcia,Rio de Janeiro,2024-12-16,Ads,PF,830
1020,Bruno da Paz,ybarbosa@example.net,m,2005-07-08,Gomes,PE,2023-06-22,Ads,PJ,822
1021,Raul Abreu,da-costacatarina@example.com,F,1973-08-11,Porto,pr,2024-03-31,ads,PJ,336
1022,Gael Moura,lvasconcelos@example.com,m,1982-08-22,Rodrigues,PR,2024-04-10,Ads,PF,388
1023,Yago Melo,lucas64@example.com,m,1963-02-20,das Neves,Alagoas,2025-08-19,Orgânico,PJ,704
1024,Diego Moura,da-rosakevin@example.org,f,1942-01-09,Araújo,ce,2023-07-29,ads,PJ,315
1025,Ana Sophia Sousa,malmeida@example.org,M,1976-07-02,Rezende das Flores,AM,2025-03-30,Social,pf,872
1026,Isaac Dias,ferreiraarthur-miguel@example.com,m,1960-04-03,Gomes de Dias,Maranhão,2025-05-23,Orgânico,PF,499
1027,José Pedro Rios,moreirajose@example.org,f,1964-07-18,Vargas,Goiás,2023-10-25,Social,PF,567
1028,Mariah da Mota,liam07@example.net,F,1997-01-06,Barros Paulista,Espírito Santo,2023-10-05,Social,PF,872
1029,Mirella Pinto,pietra07@example.net,M,1983-04-20,Casa Grande do Sul,rr,2025-06-18,Orgânico,pf,419
1030,Bento Albuquerque,caua00@example.org,m,1958-08-24,Borges,ro,2024-11-20,Social,pf,753
1031,Ana Sophia da Luz,fernandomacedo@example.com,f,1946-06-05,Dias,se,2024-04-05,Organico,PF,647
1032,Bruno Lima,caldeiraryan@example.net,f,1950-08-26,Barbosa do Galho,pb,2025-03-06,Organico,PJ,328
1033,Stephany da Conceição,gustavo-henriqueviana@example.net,f,1964-01-24,da Costa,BA,2024-12-25,Orgânico,PF,691
1034,Apollo Nogueira,xmelo@example.org,F,1966-09-25,Teixeira Grande,rs,2025-11-13,ads,pf,722
1035,Yan Siqueira,bcamara@example.org,m,1971-08-30,Nascimento de Goiás,sp,2025-05-25,Social,PF,569
1036,Mariane Mendonça,eduardo06@example.com,F,1974-07-28,da Luz da Mata,Piauí,2024-11-15,Ads,pf,650
1037,Sofia Marques,kda-rocha@example.net,M,1999-11-09,Cunha de Casa Grande,pa,2023-09-17,ads,pf,621
1038,Srta. Pietra Sampaio,luara21@example.net,m,1998-01-30,Dias das Flores,SC,2025-04-25,Social,pf,487
1039,Emanuella Porto,gustavo27@example.com,F,1994-01-19,Nascimento da Praia,São Paulo,2023-09-04,ads,PF,547
1040,Ana Beatriz Teixeira,leaolucas-gabriel@example.net,m,1948-05-18,Jesus,AM,2025-07-22,ads,PF,555
1041,Ana Lívia Caldeira,nogueirajade@example.org,m,1978-12-07,Montenegro de Freitas,MG,2024-10-21,Ads,PF,380
1042,José Miguel da Cunha,marcos-vinicius58@example.net,f,1950-08-21,Rocha de da Cruz,pe,2026-01-12,Ads,PJ,343
1043,Vitor Dias,fogacaanthony-gabriel@example.net,f,1950-08-28,Silveira Paulista,Bahia,2023-03-24,Social,pf,804
1044,Dra. Emanuelly Albuquerque,costelajosue@example.net,m,1986-10-23,Silva,Acre,2023-08-07,ads,PJ,586
1045,Marcos Vinicius das Neves,jose-miguel23@example.org,f,1964-09-21,Barros,RO,2023-07-23,Social,PF,355
1046,Srta. Olivia Sampaio,ilima@example.org,f,1972-08-05,Sá,Roraima,2023-10-12,Social,PF,814
1047,Augusto da Mata,joaquim36@example.net,m,1997-02-27,Vargas do Campo,Minas Gerais,2023-08-10,ads,pf,423
1048,Dra. Ana Luiza Peixoto,anna-liz89@example.net,f,1984-10-30,Dias,Tocantins,2025-08-04,Ads,PF,515
1049,Oliver Aparecida,isa@example.net,f,1982-07-12,Leão,df,2024-04-04,Ads,pf,670
1050,Kevin da Paz,elisasales@example.com,m,1966-02-09,Cavalcante,SE,2023-05-09,Social,pf,542
1051,Gabriela Moreira,eduardacamara@example.org,m,1946-08-27,da Mota Alegre,Rio Grande do Sul,2025-05-24,Social,pf,674
1052,Enzo Gabriel Nunes,davicassiano@example.com,F,2001-05-16,da Conceição,Sergipe,2024-03-26,Organico,PF,729
1053,João Vitor Vieira,maitedas-neves@example.com,m,1989-01-08,da Cunha da Praia,Bahia,2024-06-05,Organico,pf,761
1054,Rhavi Montenegro,lunna31@example.com,F,1987-01-03,Leão,pb,2025-01-12,ads,PJ,534
1055,Thiago Jesus,marquessara@example.org,M,1972-09-16,Dias,am,2025-04-15,Orgânico,PF,868
1056,Lucas Rezende,raul31@example.org,f,1968-02-16,Dias de Montenegro,Piauí,2026-01-04,ads,PF,453
1057,Lucas Gabriel Cassiano,ana-claravargas@example.org,f,1940-02-15,Sá do Amparo,PB,2025-01-26,ads,pf,811
1058,José Pedro Martins,julianagomes@example.org,F,1982-01-11,Rodrigues de Pimenta,rr,2024-08-18,Social,PJ,623
1059,Ana da Cruz,isiqueira@example.com,f,1945-01-15,Costa,Amazonas,2025-02-20,Orgânico,PJ,881
1060,Sra. Pietra Camargo,thiago82@example.net,M,1956-06-26,Lima,Distrito Federal,2023-06-29,Ads,PJ,467
1061,Bianca Santos,samuel79@example.org,M,1974-08-31,Pereira da Praia,TO,2025-08-31,Orgânico,pf,398
1062,Apollo Barros,fcaldeira@example.org,f,1967-02-15,Rios das Flores,rs,2024-05-28,Orgânico,pf,669
1063,Ana Carolina Nogueira,wda-cunha@example.org,m,1985-01-12,Castro,sc,2025-12-24,Social,pf,652
1064,Daniela Brito,ocamargo@example.org,M,1947-01-31,Andrade Verde,Rio Grande do Norte,2024-02-28,Ads,pf,503
1065,Luiza Lima,santosmirella@example.com,F,1999-01-16,Câmara da Praia,Roraima,2025-01-25,Orgânico,pf,822
1066,Isabela Rios,enrico96@example.com,f,1955-09-23,Peixoto,pb,2024-02-19,Organico,PF,690
1067,Bianca da Paz,gaelmoraes@example.org,m,1973-12-12,Nascimento,Rio de Janeiro,2023-12-05,ads,PF,645
1068,Josué da Paz,fariasotavio@example.net,f,1954-12-25,da Cruz do Oeste,sc,2024-06-10,Social,PJ,714
1069,Luiz Henrique Cunha,bbarbosa@example.com,M,1993-12-07,da Luz,SP,2024-09-20,ads,pf,533
1070,Marcela da Rocha,britojulia@example.net,m,1984-04-10,Almeida de Lima,Santa Catarina,2023-07-01,Orgânico,PJ,573
1071,Esther Alves,pcampos@example.org,f,2005-01-13,Ferreira das Pedras,Acre,2023-08-26,Organico,pf,833
1072,Matheus Rezende,lucca52@example.com,f,1967-11-14,Pires,Bahia,2024-05-07,ads,PF,323
1073,Sofia Casa Grande,bryan07@example.com,F,1957-07-03,Nascimento de Goiás,mt,2024-01-19,ads,PJ,557
1074,Caroline Ribeiro,ana-clara00@example.net,M,1989-02-02,Nunes,MT,2023-07-18,ads,pf,405
1075,Bruna Garcia,samuelcavalcante@example.com,M,1960-04-23,Fonseca,AL,2025-10-17,Organico,PJ,355
1076,Sra. Sarah Cunha,franciscocampos@example.com,M,1985-02-15,da Costa,Paraná,2025-05-03,Social,PF,406
1077,Maria Cecília Carvalho,esther31@example.com,m,1965-05-31,da Luz,rj,2025-04-22,ads,PF,699
1078,José Pedro da Conceição,aramos@example.org,m,1991-07-01,Fonseca,SC,2025-03-09,ads,PJ,590
1079,Benjamin Sampaio,ksampaio@example.org,f,1942-11-24,Costela do Sul,pr,2025-05-25,ads,PF,839
1080,Sra. Cecília Jesus,renanaparecida@example.com,F,1966-08-19,Ferreira da Mata,ES,2023-02-26,Ads,PJ,665
1081,Enzo Gabriel Gonçalves,joao-miguel14@example.com,m,1957-01-19,Campos do Campo,Pará,2024-01-13,Organico,PJ,578
1082,Heitor Vieira,acastro@example.net,f,1995-09-11,da Mata Grande,MG,2023-04-18,Social,PF,767
1083,Thomas Costela,da-rosamaria-helena@example.net,f,1956-07-09,Silveira Alegre,go,2024-09-07,Social,pf,655
1084,Mariah da Cruz,enzo04@example.com,f,1951-05-21,Martins Paulista,pb,2023-11-24,ads,PF,752
1085,Francisco Vasconcelos,irezende@example.com,m,1979-12-21,Casa Grande da Mata,Bahia,2023-03-24,Organico,pf,459
1086,Maya da Costa,guerrarael@example.org,m,1961-12-17,Lopes,RO,2023-09-19,Ads,PJ,439
1087,Paulo Cassiano,calebecosta@example.com,m,1982-10-21,Porto,Paraíba,2025-12-17,Organico,PJ,308
1088,Dra. Lavínia Marques,lnovais@example.org,f,1987-01-20,Martins,Amazonas,2023-04-06,Orgânico,PF,740
1089,Heloisa Silveira,rda-rosa@example.net,m,1999-11-06,Pacheco de da Mata,df,2023-08-30,ads,PF,861
1090,Ana Carolina Carvalho,ncirino@example.com,m,1990-07-21,da Cunha,BA,2023-10-25,Organico,PJ,747
1091,Thales Alves,hporto@example.net,f,1958-08-31,Abreu de Silveira,SP,2025-09-04,ads,PJ,699
1092,Dr. Oliver da Paz,noahcostela@example.org,f,1962-06-25,Sales dos Dourados,PA,2024-07-05,Orgânico,PF,732
1093,Lívia Gonçalves,samuelcostela@example.net,F,1960-10-23,Novaes,pa,2023-03-10,Social,PJ,578
1094,Isabel Camargo,pbrito@example.org,m,1955-07-30,Fernandes Alegre,to,2025-02-23,Social,pf,722
1095,Cecília Siqueira,qabreu@example.net,F,1989-09-20,Dias,AL,2024-03-06,ads,PF,596
1096,Sabrina da Cruz,limadante@example.net,M,1996-02-20,Barros de Borges,rn,2025-05-11,Organico,PJ,763
1097,Mariah Cunha,thalescavalcante@example.net,m,1989-07-18,Aragão Verde,df,2025-03-28,Social,pf,492
1098,Raquel Novaes,kcasa-grande@example.net,m,1966-12-21,Carvalho,SC,2024-06-26,ads,PF,847
1099,Josué Borges,maria-liz69@example.org,M,1952-07-26,Pimenta de Minas,RJ,2025-06-27,Ads,pf,575
1100,Matheus Cassiano,helena31@example.net,F,1987-06-27,Vasconcelos dos Dourados,ce,2025-12-06,Organico,PJ,308
1101,Arthur Miguel Ferreira,maria-eduarda08@example.com,F,2001-12-14,Nogueira de Almeida,DF,2025-04-30,ads,PF,805
1102,João Vitor Araújo,emoraes@example.com,F,1957-07-21,Cardoso,Alagoas,2026-01-06,Organico,pf,810
1103,Levi Cirino,leonardocavalcanti@example.com,m,1951-10-25,Dias,Goiás,2024-01-16,Ads,pf,382
1104,Dr. Ryan Aparecida,levisampaio@example.org,F,1959-01-10,Jesus do Sul,RN,2025-08-22,Orgânico,pf,373
1105,Aylla Campos,sleao@example.org,f,1951-12-04,Campos,BA,2025-05-26,ads,pf,690
1106,Kevin Gomes,melina09@example.net,M,1998-08-30,da Paz das Flores,ES,2025-06-16,ads,pf,753
1107,Maria Eduarda Correia,samarcelo@example.com,F,1987-06-14,Cavalcanti de Gonçalves,rn,2023-07-01,Ads,PF,771
1108,Maria Alice Barros,portomarina@example.com,M,1970-09-05,da Costa do Sul,rs,2025-05-05,ads,pf,698
1109,Maria Liz Dias,laracaldeira@example.com,m,1959-03-30,Novaes,Paraná,2024-01-20,ads,PJ,343
1110,Eloá Brito,marquesgabrielly@example.net,M,1953-12-13,Lima,Alagoas,2024-08-11,Organico,PJ,605
1111,Sr. Pedro Lucas Novais,natalia08@example.net,F,1980-02-12,Viana,Amazonas,2026-01-15,Ads,PJ,523
1112,Mariana Aragão,jesusdanilo@example.org,M,1993-07-17,Araújo de Minas,AC,2024-09-07,Organico,pf,315
1113,Emanuella da Mota,bruna85@example.com,F,1949-05-27,Jesus da Praia,São Paulo,2025-06-12,Social,PF,705
1114,Ryan Azevedo,gandrade@example.org,F,1967-05-17,Azevedo,MG,2025-12-24,Ads,PJ,786
1115,Sra. Luna Vargas,da-cunhathales@example.org,F,1991-08-16,Sá do Amparo,Ceará,2023-07-03,Ads,PF,461
1116,Sra. Sofia Vargas,leaocatarina@example.org,f,1947-12-01,Rocha,RO,2025-07-16,Social,pf,361
1117,Eloah Moreira,mariavieira@example.net,M,1968-08-22,Cunha de Campos,Tocantins,2025-11-04,ads,PJ,849
1118,Augusto Rezende,isousa@example.org,M,1973-06-20,Siqueira,RN,2023-10-02,Organico,PF,624
1119,Manuella Oliveira,raviporto@example.com,m,1953-09-23,Cirino,Santa Catarina,2025-12-13,ads,PF,686
1120,João Gabriel Carvalho,theo70@example.net,m,1975-07-12,Ribeiro da Praia,pb,2025-11-16,ads,pf,340
1121,José Peixoto,hsouza@example.com,f,1975-06-22,Sá Alegre,rs,2026-01-06,Organico,PJ,601
1122,Ana da Mata,maria-vitoria65@example.org,f,1973-01-27,Lima Alegre,AM,2023-03-13,Social,PF,856
1123,Jade Caldeira,mendesdanilo@example.org,m,1965-05-31,Aparecida,Mato Grosso do Sul,2025-02-12,Organico,pf,867
1124,Mateus Vargas,evelynporto@example.net,F,1977-06-11,Nogueira de Pires,RN,2023-02-06,Social,PF,760
1125,Ágatha Brito,amanda23@example.com,m,1956-07-30,Teixeira,Piauí,2024-07-23,Social,pf,764
1126,Ana Sophia Araújo,maria-helenafarias@example.com,M,1968-01-07,Silveira,se,2025-12-06,Social,pf,489
1127,João Felipe Correia,pimentagael@example.org,M,1975-08-14,Sousa,sp,2024-10-23,Orgânico,PJ,544
1128,Cauê Siqueira,amontenegro@example.org,m,1965-07-22,Viana do Sul,rs,2024-09-17,Ads,PJ,851
1129,Bianca Silveira,renanda-rocha@example.net,f,2002-07-21,da Rosa do Galho,SC,2023-09-21,Social,PJ,809
1130,Mateus Barros,carolineda-mata@example.org,F,2004-10-08,Costela,ap,2023-11-15,Orgânico,pf,719
1131,Benicio Fogaça,tsouza@example.com,m,1950-08-12,Nascimento,MS,2024-12-31,Ads,PJ,368
1132,Esther Santos,vinicius52@example.com,M,1993-05-30,Pimenta,CE,2025-02-06,ads,PF,506
1133,Emanuel Pacheco,joao-lucas78@example.org,M,1993-07-01,Cirino Verde,Goiás,2025-11-22,ads,PF,332
1134,Joana Camargo,rlima@example.org,f,1966-10-01,Vieira do Amparo,se,2025-07-04,Organico,PJ,562
1135,Caio Nogueira,lara84@example.com,M,1965-08-26,Borges,Alagoas,2025-07-10,ads,PJ,372
1136,Dra. Ana Julia Machado,gcamargo@example.com,M,1992-11-15,Dias,AL,2024-08-29,Organico,PF,779
1137,Aylla Aragão,maria-juliarios@example.org,M,1950-07-24,Cavalcanti,Amazonas,2025-10-30,Social,PJ,725
1138,Dr. Lorenzo Machado,omarques@example.com,m,1978-04-21,Pimenta do Amparo,sc,2023-08-19,Ads,PJ,572
1139,Mirella Cardoso,antonellaleao@example.org,M,2007-07-17,Rodrigues,pe,2023-09-17,Ads,pf,379
1140,Nina Gomes,hleao@example.net,F,1976-03-17,Pires,ma,2023-12-04,Ads,PF,536
1141,Emanuelly Carvalho,bellasilva@example.com,f,1986-05-19,Silveira da Praia,BA,2023-03-01,ads,PJ,554
1142,Pietro Cirino,emanuella46@example.com,F,1977-05-26,Mendes,pa,2023-10-10,Social,pf,408
1143,Srta. Maria Sophia Peixoto,oliveiramatheus@example.com,m,1979-09-02,Leão,rn,2025-01-17,Organico,PJ,737
1144,Thomas Silveira,maria-luisacorreia@example.net,M,1958-02-08,Porto,RN,2025-02-21,ads,PJ,711
1145,Alícia Vieira,davi-lucca40@example.org,m,1972-06-30,Rocha Verde,go,2024-05-11,ads,PJ,753
1146,Benicio Martins,stella00@example.com,m,1994-03-01,Melo do Norte,Santa Catarina,2025-06-01,Social,pf,680
1147,Calebe Porto,rhavi39@example.net,f,2005-07-05,Borges das Flores,rj,2025-03-15,Organico,PJ,631
1148,Carolina Martins,costagustavo-henrique@example.net,F,2003-10-10,Mendes Grande,rs,2023-10-22,Social,PF,684
1149,Kamilly Porto,henry58@example.org,m,1970-02-20,Oliveira,Mato Grosso do Sul,2025-05-16,Organico,pf,706
1150,Maria Eduarda Nascimento,mda-mata@example.com,M,1975-02-10,Peixoto de Guerra,pi,2023-03-12,Ads,pf,316
1151,Antonella Costa,maria-juliada-cruz@example.org,F,2006-02-11,Barbosa,Mato Grosso do Sul,2023-03-24,Ads,pf,527
1152,Laura Moraes,omendes@example.org,F,1987-11-17,Moreira,Mato Grosso do Sul,2024-02-01,Ads,PJ,582
1153,Benício Pinto,svieira@example.com,F,1981-03-22,Moraes de Ramos,PE,2025-04-19,Ads,pf,664
1154,Giovanna Martins,sophiaaraujo@example.org,F,1985-03-31,Mendonça da Praia,PB,2025-05-09,Orgânico,pf,896
1155,Ana Luiza Pires,da-cruzpedro-miguel@example.org,F,1977-01-30,Costela de Minas,BA,2023-02-21,Orgânico,pf,394
